log_message,cpu,memory,disk,root_cause
Database query execution failed due to connection issue,35.22,31.02,49.65,DATABASE_FAILURE
Database server down unable to establish connection,21.25,59.99,53.68,DATABASE_FAILURE
Database connection pool exhausted,26.83,56.32,45.87,DATABASE_FAILURE
Database query execution failed due to connection issue,28.0,56.18,20.43,DATABASE_FAILURE
Database connection timeout error,28.34,30.29,20.02,DATABASE_FAILURE
Database server down unable to establish connection,38.5,46.61,49.51,DATABASE_FAILURE
Database connection pool exhausted,34.62,38.72,27.22,DATABASE_FAILURE
Database connection timeout error,25.35,35.62,32.84,DATABASE_FAILURE
Database server down unable to establish connection,30.61,52.38,50.83,DATABASE_FAILURE
PostgreSQL connection refused,42.73,31.62,39.06,DATABASE_FAILURE
Database connection pool exhausted,26.02,36.83,34.35,DATABASE_FAILURE
PostgreSQL connection refused,33.99,32.36,21.39,DATABASE_FAILURE
Database query execution failed due to connection issue,23.5,49.01,25.02,DATABASE_FAILURE
Database connection pool exhausted,29.48,46.23,22.07,DATABASE_FAILURE
Database connection pool exhausted,41.85,49.13,25.91,DATABASE_FAILURE
Database server down unable to establish connection,29.61,43.3,59.67,DATABASE_FAILURE
Database connection timeout error,40.68,52.32,32.39,DATABASE_FAILURE
Database connection pool exhausted,22.15,43.89,28.1,DATABASE_FAILURE
Database connection timeout error,30.66,39.39,29.63,DATABASE_FAILURE
Database query execution failed due to connection issue,23.26,50.29,23.61,DATABASE_FAILURE
Database connection timeout error,37.2,39.49,25.13,DATABASE_FAILURE
PostgreSQL connection refused,49.19,45.41,23.25,DATABASE_FAILURE
Database connection timeout error,20.71,41.83,34.66,DATABASE_FAILURE
Database connection timeout error,26.66,56.63,56.76,DATABASE_FAILURE
Database connection timeout error,27.78,48.09,54.4,DATABASE_FAILURE
Database connection timeout error,27.82,33.94,38.67,DATABASE_FAILURE
Database connection pool exhausted,40.22,39.54,52.12,DATABASE_FAILURE
Database query execution failed due to connection issue,42.13,59.11,38.18,DATABASE_FAILURE
PostgreSQL connection refused,37.73,49.01,22.01,DATABASE_FAILURE
Database connection timeout error,48.28,34.83,50.26,DATABASE_FAILURE
Database server down unable to establish connection,27.96,35.49,34.92,DATABASE_FAILURE
PostgreSQL connection refused,46.87,55.87,30.53,DATABASE_FAILURE
PostgreSQL connection refused,23.86,51.77,59.29,DATABASE_FAILURE
PostgreSQL connection refused,39.38,48.96,52.07,DATABASE_FAILURE
PostgreSQL connection refused,31.24,52.83,32.63,DATABASE_FAILURE
Database server down unable to establish connection,28.97,54.02,53.32,DATABASE_FAILURE
PostgreSQL connection refused,43.37,53.89,39.4,DATABASE_FAILURE
Database query execution failed due to connection issue,33.33,49.17,31.32,DATABASE_FAILURE
Database server down unable to establish connection,27.29,43.04,20.85,DATABASE_FAILURE
PostgreSQL connection refused,22.53,30.27,46.22,DATABASE_FAILURE
Database connection timeout error,24.17,56.57,43.32,DATABASE_FAILURE
PostgreSQL connection refused,35.74,53.19,49.74,DATABASE_FAILURE
Database connection pool exhausted,49.69,34.07,22.56,DATABASE_FAILURE
Database connection timeout error,27.85,45.4,40.54,DATABASE_FAILURE
PostgreSQL connection refused,20.99,57.7,30.49,DATABASE_FAILURE
Database connection pool exhausted,26.22,33.92,50.27,DATABASE_FAILURE
Database connection pool exhausted,27.42,30.69,21.94,DATABASE_FAILURE
Database query execution failed due to connection issue,40.74,58.55,21.33,DATABASE_FAILURE
Database server down unable to establish connection,27.12,41.86,51.77,DATABASE_FAILURE
Database connection pool exhausted,26.8,47.84,55.35,DATABASE_FAILURE
PostgreSQL connection refused,47.87,41.68,47.23,DATABASE_FAILURE
Database connection timeout error,35.13,51.19,24.0,DATABASE_FAILURE
PostgreSQL connection refused,42.51,43.64,58.43,DATABASE_FAILURE
Database server down unable to establish connection,24.83,37.93,38.51,DATABASE_FAILURE
PostgreSQL connection refused,36.69,51.79,58.45,DATABASE_FAILURE
Database connection timeout error,46.4,39.56,29.1,DATABASE_FAILURE
Database connection timeout error,24.22,54.47,20.6,DATABASE_FAILURE
Database query execution failed due to connection issue,29.47,56.57,30.6,DATABASE_FAILURE
PostgreSQL connection refused,23.66,42.65,54.54,DATABASE_FAILURE
PostgreSQL connection refused,37.15,58.32,25.05,DATABASE_FAILURE
Database connection pool exhausted,44.56,35.87,46.37,DATABASE_FAILURE
Database query execution failed due to connection issue,41.72,44.32,53.78,DATABASE_FAILURE
Database connection timeout error,23.68,50.77,23.09,DATABASE_FAILURE
PostgreSQL connection refused,37.62,58.51,28.31,DATABASE_FAILURE
Database connection timeout error,29.82,56.55,48.18,DATABASE_FAILURE
Database connection pool exhausted,46.49,37.72,40.92,DATABASE_FAILURE
Database connection pool exhausted,46.21,48.79,42.11,DATABASE_FAILURE
Database connection timeout error,43.07,36.84,22.31,DATABASE_FAILURE
Database connection pool exhausted,20.33,44.52,36.29,DATABASE_FAILURE
Database connection pool exhausted,24.57,51.04,26.82,DATABASE_FAILURE
Database connection timeout error,40.74,49.95,29.71,DATABASE_FAILURE
Database connection pool exhausted,48.01,51.26,26.34,DATABASE_FAILURE
Database connection pool exhausted,46.15,49.87,53.35,DATABASE_FAILURE
Database query execution failed due to connection issue,31.13,33.51,21.19,DATABASE_FAILURE
Database connection timeout error,41.2,52.65,23.63,DATABASE_FAILURE
Database connection pool exhausted,42.29,57.47,29.84,DATABASE_FAILURE
Database connection pool exhausted,45.87,58.19,20.25,DATABASE_FAILURE
Database server down unable to establish connection,22.34,42.13,32.8,DATABASE_FAILURE
Database connection pool exhausted,33.02,58.58,22.58,DATABASE_FAILURE
PostgreSQL connection refused,36.12,36.99,28.06,DATABASE_FAILURE
Database server down unable to establish connection,36.46,49.42,54.63,DATABASE_FAILURE
Database server down unable to establish connection,49.55,49.92,27.11,DATABASE_FAILURE
Database server down unable to establish connection,26.57,30.34,25.53,DATABASE_FAILURE
Database connection timeout error,28.38,53.85,58.27,DATABASE_FAILURE
Database connection pool exhausted,33.51,47.05,20.1,DATABASE_FAILURE
PostgreSQL connection refused,31.15,35.33,47.02,DATABASE_FAILURE
Database connection timeout error,43.81,32.78,24.04,DATABASE_FAILURE
Database server down unable to establish connection,41.51,57.2,47.39,DATABASE_FAILURE
PostgreSQL connection refused,38.08,35.34,54.07,DATABASE_FAILURE
Database server down unable to establish connection,27.32,44.74,53.25,DATABASE_FAILURE
Database server down unable to establish connection,37.68,32.92,35.72,DATABASE_FAILURE
Database connection timeout error,49.21,59.62,47.49,DATABASE_FAILURE
Database connection pool exhausted,38.27,33.38,30.92,DATABASE_FAILURE
Database query execution failed due to connection issue,31.51,54.01,36.62,DATABASE_FAILURE
Database query execution failed due to connection issue,35.92,47.89,38.83,DATABASE_FAILURE
Database connection timeout error,28.05,46.68,51.43,DATABASE_FAILURE
Database connection timeout error,22.62,40.09,49.07,DATABASE_FAILURE
Database connection timeout error,46.73,35.9,26.73,DATABASE_FAILURE
Database query execution failed due to connection issue,40.59,58.57,42.29,DATABASE_FAILURE
Database connection pool exhausted,24.22,41.78,33.62,DATABASE_FAILURE
Database server down unable to establish connection,26.85,33.57,23.63,DATABASE_FAILURE
Database connection pool exhausted,49.35,30.95,43.33,DATABASE_FAILURE
PostgreSQL connection refused,20.14,38.56,49.1,DATABASE_FAILURE
Database query execution failed due to connection issue,46.16,59.26,35.37,DATABASE_FAILURE
PostgreSQL connection refused,41.4,57.05,57.29,DATABASE_FAILURE
Database connection timeout error,41.28,32.71,56.11,DATABASE_FAILURE
Database query execution failed due to connection issue,28.67,58.39,50.85,DATABASE_FAILURE
Database connection pool exhausted,23.73,47.75,53.22,DATABASE_FAILURE
Database connection pool exhausted,41.6,31.33,43.58,DATABASE_FAILURE
Database query execution failed due to connection issue,33.52,54.57,50.09,DATABASE_FAILURE
Database connection timeout error,27.95,52.07,34.15,DATABASE_FAILURE
PostgreSQL connection refused,20.81,43.01,47.28,DATABASE_FAILURE
Database query execution failed due to connection issue,46.48,43.81,50.3,DATABASE_FAILURE
Database connection pool exhausted,37.15,30.13,43.41,DATABASE_FAILURE
Database connection pool exhausted,43.86,44.55,52.53,DATABASE_FAILURE
PostgreSQL connection refused,26.06,55.55,31.43,DATABASE_FAILURE
PostgreSQL connection refused,48.21,50.43,34.01,DATABASE_FAILURE
Database query execution failed due to connection issue,40.6,46.54,21.78,DATABASE_FAILURE
Database server down unable to establish connection,34.35,33.49,51.57,DATABASE_FAILURE
Database connection pool exhausted,21.23,46.04,29.64,DATABASE_FAILURE
Database connection pool exhausted,34.08,41.14,39.08,DATABASE_FAILURE
PostgreSQL connection refused,33.61,49.56,50.42,DATABASE_FAILURE
PostgreSQL connection refused,38.72,51.78,51.88,DATABASE_FAILURE
PostgreSQL connection refused,30.88,39.47,46.73,DATABASE_FAILURE
Database query execution failed due to connection issue,47.12,50.9,55.25,DATABASE_FAILURE
PostgreSQL connection refused,46.33,40.93,49.63,DATABASE_FAILURE
Database server down unable to establish connection,39.41,48.43,56.62,DATABASE_FAILURE
Database query execution failed due to connection issue,20.39,46.59,50.63,DATABASE_FAILURE
Database query execution failed due to connection issue,38.8,42.34,59.81,DATABASE_FAILURE
Database query execution failed due to connection issue,39.61,56.58,39.59,DATABASE_FAILURE
Database connection timeout error,29.27,43.11,27.19,DATABASE_FAILURE
Database server down unable to establish connection,33.38,46.33,28.57,DATABASE_FAILURE
Database connection timeout error,46.19,31.33,56.19,DATABASE_FAILURE
Database query execution failed due to connection issue,29.91,57.06,45.17,DATABASE_FAILURE
PostgreSQL connection refused,31.66,45.52,43.61,DATABASE_FAILURE
Database query execution failed due to connection issue,43.75,39.91,47.34,DATABASE_FAILURE
Database query execution failed due to connection issue,26.56,53.07,44.22,DATABASE_FAILURE
PostgreSQL connection refused,49.09,51.56,53.53,DATABASE_FAILURE
PostgreSQL connection refused,20.19,37.76,44.67,DATABASE_FAILURE
Database server down unable to establish connection,35.62,42.62,53.94,DATABASE_FAILURE
Database connection timeout error,37.53,40.72,37.94,DATABASE_FAILURE
Database server down unable to establish connection,34.37,55.54,45.02,DATABASE_FAILURE
Database query execution failed due to connection issue,34.6,57.1,20.09,DATABASE_FAILURE
Database connection timeout error,29.71,57.83,50.88,DATABASE_FAILURE
PostgreSQL connection refused,28.37,41.59,33.06,DATABASE_FAILURE
Database query execution failed due to connection issue,46.79,43.76,52.56,DATABASE_FAILURE
Database query execution failed due to connection issue,35.47,50.5,30.14,DATABASE_FAILURE
Database connection timeout error,42.81,52.24,39.4,DATABASE_FAILURE
Database server down unable to establish connection,45.22,46.01,26.87,DATABASE_FAILURE
PostgreSQL connection refused,24.52,40.59,28.59,DATABASE_FAILURE
Database server down unable to establish connection,39.65,32.87,32.85,DATABASE_FAILURE
Database query execution failed due to connection issue,49.66,40.55,38.85,DATABASE_FAILURE
Database server down unable to establish connection,49.1,42.56,29.28,DATABASE_FAILURE
Database connection pool exhausted,25.0,48.18,23.98,DATABASE_FAILURE
PostgreSQL connection refused,22.18,55.98,50.11,DATABASE_FAILURE
Database connection timeout error,40.19,47.8,42.95,DATABASE_FAILURE
Database server down unable to establish connection,46.66,38.45,32.11,DATABASE_FAILURE
Database connection timeout error,32.68,39.84,41.94,DATABASE_FAILURE
Database connection timeout error,49.94,43.13,53.94,DATABASE_FAILURE
Database connection pool exhausted,36.42,34.63,46.25,DATABASE_FAILURE
Database server down unable to establish connection,36.68,30.92,56.3,DATABASE_FAILURE
Database connection timeout error,34.61,58.76,43.46,DATABASE_FAILURE
Database connection timeout error,40.56,49.16,59.07,DATABASE_FAILURE
Database connection timeout error,25.35,48.37,22.82,DATABASE_FAILURE
Database connection timeout error,34.65,49.57,23.95,DATABASE_FAILURE
Database server down unable to establish connection,21.91,34.74,22.82,DATABASE_FAILURE
Database connection pool exhausted,21.86,44.13,35.43,DATABASE_FAILURE
Database query execution failed due to connection issue,28.05,49.61,47.6,DATABASE_FAILURE
Database server down unable to establish connection,40.21,49.21,28.58,DATABASE_FAILURE
Database connection pool exhausted,39.61,51.05,46.28,DATABASE_FAILURE
Database query execution failed due to connection issue,28.67,59.16,20.67,DATABASE_FAILURE
PostgreSQL connection refused,36.12,48.6,50.78,DATABASE_FAILURE
Database query execution failed due to connection issue,43.4,30.63,40.22,DATABASE_FAILURE
Database connection timeout error,48.49,53.15,45.88,DATABASE_FAILURE
Database connection timeout error,30.4,39.99,46.6,DATABASE_FAILURE
PostgreSQL connection refused,20.93,57.32,59.97,DATABASE_FAILURE
Database connection timeout error,27.94,58.79,26.4,DATABASE_FAILURE
Database connection timeout error,28.3,34.76,59.1,DATABASE_FAILURE
Database server down unable to establish connection,34.36,56.3,28.3,DATABASE_FAILURE
PostgreSQL connection refused,35.31,51.87,22.83,DATABASE_FAILURE
PostgreSQL connection refused,32.23,48.74,47.87,DATABASE_FAILURE
Database query execution failed due to connection issue,20.33,39.74,37.66,DATABASE_FAILURE
Database server down unable to establish connection,32.89,44.16,48.24,DATABASE_FAILURE
Database server down unable to establish connection,35.36,54.23,23.27,DATABASE_FAILURE
Database connection pool exhausted,28.12,56.51,55.49,DATABASE_FAILURE
Database connection timeout error,22.78,36.81,54.71,DATABASE_FAILURE
PostgreSQL connection refused,47.15,50.45,32.82,DATABASE_FAILURE
PostgreSQL connection refused,37.27,47.7,33.38,DATABASE_FAILURE
Database connection pool exhausted,36.74,55.78,23.99,DATABASE_FAILURE
Database server down unable to establish connection,26.99,53.92,30.76,DATABASE_FAILURE
Database connection pool exhausted,39.14,42.54,40.58,DATABASE_FAILURE
Database connection pool exhausted,27.73,36.8,53.46,DATABASE_FAILURE
Database connection timeout error,25.18,41.71,48.86,DATABASE_FAILURE
Database connection timeout error,38.11,52.67,55.49,DATABASE_FAILURE
Database connection pool exhausted,39.3,39.02,31.51,DATABASE_FAILURE
Database query execution failed due to connection issue,26.72,35.65,37.35,DATABASE_FAILURE
Database connection pool exhausted,32.39,44.65,24.18,DATABASE_FAILURE
Database connection timeout error,29.47,54.94,29.35,DATABASE_FAILURE
Database server down unable to establish connection,24.11,50.04,23.1,DATABASE_FAILURE
PostgreSQL connection refused,23.91,42.43,54.83,DATABASE_FAILURE
Database connection pool exhausted,21.82,34.39,52.72,DATABASE_FAILURE
